date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:00	33567/33567	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2019:41:28%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/flot/chart.flot.sampledata.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/flot/chart.flot.sampledata.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:01	122976/122976	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2000:44:52%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/flot/jquery.flot.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/flot/jquery.flot.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:01	14944/14944	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Nov%202019%2017:35:28%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/flot/dashboard.sampledata.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/flot/dashboard.sampledata.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:01	104834/104834	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Mar%202022%2017:07:52%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/jvectormap/jquery-jvectormap-2.0.2.min.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/jvectormap/jquery-jvectormap-2.0.2.min.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:01	104252/104252	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Apr%202018%2017:11:12%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:01	88245/88245	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20May%202022%2023:04:44%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/select2/select2.full.min.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/select2/select2.full.min.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:02	24465/24465	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Jul%202022%2018:41:08%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/sidemenu/sidemenu.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/sidemenu/sidemenu.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:02	4520/4520	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Apr%202022%2021:26:04%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/bootstrap5-typehead/autocomplete.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/bootstrap5-typehead/autocomplete.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:02	18268/18268	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Apr%202022%2021:23:12%20GMT	https://spruko.com/demo/sash/sash/assets/js/typehead.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/js/typehead.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:03	19752/19752	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2022:42:06%20GMT	https://spruko.com/demo/sash/sash/assets/js/index1.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/js/index1.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:03	25052/25052	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2022:41:58%20GMT	https://spruko.com/demo/sash/sash/assets/js/themeColors.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/js/themeColors.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:03	52530/52530	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2022:34:34%20GMT	https://spruko.com/demo/sash/sash/assets/js/custom.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/js/custom.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:04	1513/1513	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20May%202022%2015:31:40%20GMT	https://spruko.com/demo/sash/sash/assets/switcher/js/switcher.js	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/switcher/js/switcher.js	(from https://spruko.com/demo/sash/sash/html/index.html)
21:03:04	52481/52481	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202019%2018:36:36%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/thumbnails/thumb2.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/thumbnails/thumb2.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:05	63344/63344	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202019%2018:37:10%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/thumbnails/thumb3.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/thumbnails/thumb3.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:05	150099/150099	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2019:07:46%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/22.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/22.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:08	663019/663019	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jul%202021%2016:37:42%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/bg2.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/bg2.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:08	305530/305530	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Oct%202021%2023:51:18%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/profile-background1.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/profile-background1.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:09	138426/138426	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2016:31:16%20GMT	https://spruko.com/demo/sash/sash/assets/images/pngs/bg.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/pngs/bg.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:10	138426/138426	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Mar%202022%2023:01:26%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:10	7370/7370	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202019%2021:39:06%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/10.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/10.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:10	33938/33938	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Mar%202022%2021:48:28%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg4.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg4.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:10	4995/4995	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202019%2021:37:46%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/16.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/16.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:11	28832/28832	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Nov%202021%2018:51:56%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/21.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/21.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:12	22901/22901	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2020:53:40%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg3.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg3.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2018:03:12%20GMT	https://spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont.eot?t=1501841394106	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont6cfa.eot	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2018:03:12%20GMT	https://spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont.woff?t=1501841394106	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont6cfa.woff	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2018:03:12%20GMT	https://spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont.ttf?t=1501841394106	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont6cfa.ttf	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2018:03:13%20GMT	https://spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont.svg?t=1501841394106	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/css/fonts/feather-webfont6cfa.svg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:13	21827/21827	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2018:24:38%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg4-dark.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg4-dark.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:14	15082/15082	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2021:05:26%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg3-dark.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg3-dark.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:15	4139/4139	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Sep%202021%2017:26:42%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/dtree/images/misc.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/dtree/images/misc.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:15	4018/4018	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2021:09:56%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_upload.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_upload.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:15	3428/3428	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2021:11:24%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_microphone.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_microphone.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:16	3749/3749	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2021:10:28%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_webcam.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_webcam.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:16	2909/2909	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2021:11:08%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_okay.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_okay.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:16	2978/2978	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2021:10:50%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_remove.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/fancyuploder/fancy_remove.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:17	70857/70857	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Oct%202019%2018:27:26%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/intl-tel-input-master/img/flags.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/intl-tel-input-master/img/flags.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:18	3287/3287	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Sep%202019%2021:57:40%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/ion.rangeSlider/img/sprite-skin-simple.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/ion.rangeSlider/img/sprite-skin-simple.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:18	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/leaflet/images/layers.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/leaflet/images/layers.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:19	174369/174369	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Oct%202019%2018:27:26%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/intl-tel-input-master/img/flags@2x.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/intl-tel-input-master/img/flags@2x.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:19	1259/1259	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/leaflet/images/layers-2x.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/leaflet/images/layers-2x.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:19	1466/1466	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/leaflet/images/marker-icon.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/leaflet/images/marker-icon.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:19	3232/3232	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2022:08:14%20GMT	https://spruko.com/demo/sash/sash/assets/plugins/multipleselect/multiple-select.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/plugins/multipleselect/multiple-select.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:22	81/81	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2021%20Sep%202022%2007:58:33%20GMT	https://www.thecssninja.com/demo/css_custom-forms/gr_custom-inputs.png	C:/Users/ibrah/Desktop/Dashboard/www.thecssninja.com/demo/css_custom-forms/gr_custom-inputs.4e.delayed	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:23	80/80	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2021%20Sep%202022%2007:58:34%20GMT	https://thecssninja.com/demo/css_custom-forms/gr_custom-inputs.png	C:/Users/ibrah/Desktop/Dashboard/thecssninja.com/demo/css_custom-forms/gr_custom-inputs.4f.delayed	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:24	3095/3095	---M--	200	added ('OK')	image/png	etag:%226a2ed9a8f55e6d2ebddf4e869b12230f-ssl%22	https://ryanseddon.com/demo/css_custom-forms/gr_custom-inputs.png	C:/Users/ibrah/Desktop/Dashboard/ryanseddon.com/demo/css_custom-forms/gr_custom-inputs.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:27	138834/138834	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2020:30:22%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg-dark.png	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg-dark.png	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:27	770052/770052	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Mar%202022%2019:44:32%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/bg-img1.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/bg-img1.jpg	(from https://spruko.com/demo/sash/sash/assets/css/transparent-style.css)
21:03:28	302201/302201	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Dec%202021%2018:49:08%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/bg-img2.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/bg-img2.jpg	(from https://spruko.com/demo/sash/sash/assets/css/transparent-style.css)
21:03:29	33923/33923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Feb%202022%2022:55:46%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/bg-img4.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/bg-img4.jpg	(from https://spruko.com/demo/sash/sash/assets/css/transparent-style.css)
21:03:29	31518/31518	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Dec%202021%2023:17:28%20GMT	https://spruko.com/demo/sash/sash/assets/images/media/bg-img3.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/media/bg-img3.jpg	(from https://spruko.com/demo/sash/sash/assets/css/transparent-style.css)
21:03:29	65626/65626	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Jul%202021%2016:38:32%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/bootstrap-icons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/bootstrap-icons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:29	31011/31011	---M--	200	added ('OK')	text/css	date:Tue,%2025%20Jun%202019%2022:32:14%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/font-awesome/css/font-awesome.min.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/font-awesome/css/font-awesome.min.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:30	14260/14260	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Oct%202018%2016:17:24%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:30	46174/46174	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Aug%202019%2020:25:24%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:30	8360/8360	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2016:50:58%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:31	10764/10764	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Oct%202018%2019:59:32%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/pe-icon-7-stroke/Pe-icon-7.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/pe-icon-7-stroke/Pe-icon-7.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:31	203737/203737	---M--	200	added ('OK')	text/css	date:Sat,%2026%20Feb%202022%2017:56:46%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:31	23563/23563	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Jun%202022%2020:56:20%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/simple-line-icons/simple-line-icons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/simple-line-icons/simple-line-icons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:32	18220/18220	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Oct%202018%2023:55:26%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/themify/themify.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/themify/themify.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:32	25363/25363	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Oct%202018%2022:24:14%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/typicons/typicons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/typicons/typicons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:32	12555/12555	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Apr%202022%2022:56:26%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/feather/feather.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/feather/feather.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:33	33210/33210	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Oct%202018%2022:20:58%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/weathericons/weathericons.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/weathericons/weathericons.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:35	110303/110303	---M--	200	added ('OK')	text/css	date:Sat,%2026%20Feb%202022%2017:54:46%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/remixicon/remixicon.css	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/remixicon/remixicon.css	(from https://spruko.com/demo/sash/sash/assets/css/icons.css)
21:03:48	663019/663019	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jul%202021%2016:37:42%20GMT	https://spruko.com/demo/sash/sash/assets/images/landing/bg2.jpg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/images/landing/bg2.jpg	(from https://spruko.com/demo/sash/sash/assets/css/style.css)
21:03:51	90528/90528	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20May%202021%2004:02:54%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/fonts/bootstrap-icons.woff2	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/fonts/bootstrap-icons.woff2	(from https://spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/bootstrap-icons.css)
21:03:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.eot?	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regulard41d.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
21:03:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.eot	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
21:03:54	18028/18028	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.woff2	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.woff2	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
21:03:57	23424/23424	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.woff	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
21:03:57	120468/120468	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20May%202021%2004:02:54%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/fonts/bootstrap-icons.woff	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/fonts/bootstrap-icons.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/bootstrapicons/bootstrap-icons.css)
21:03:57	45404/45404	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.ttf	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.ttf	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
